const,TOT_POP,White-alone pop,Black-alone pop,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,county_pop2018_18 and older,Urban_rural_code,Age_0_19,Age_20_39,Age_40_59,Age_60+,Other_races,Indice_Profesionales_Disponibles,Indice_Capacidad_Medica,y
1.0,58930,31103,26420,-259,1468,12.7,10.3,2.4,0.6,-7.3,-6.7,5585,12366,12055,9306,13276,31.8,32.9,44348,24110,1219,4.8,44348,99.1,41.16080535,2.111316478,1.95346104,23.26394511,21.64592688,66.71365431,18,45040,5,15461,16081,14233,13155,1407,84.5,174.84910916799998,55313
1.0,50953,37899,11495,-297,561,8.6,14.8,-6.2,0.2,0.2,0.5,8015,12967,12026,4839,10068,28.0,25.0,36471,22682,883,3.7,36471,50.2,26.78750553,12.57421541,0.574274348,25.4116399,22.30696921,70.30075144,0,41058,5,10869,10337,13682,16065,1559,113.43333333333332,157.955355838,55503
1.0,14432,13980,218,4,22,12.3,12.0,0.3,0.0,0.1,0.1,2112,3758,2708,1243,2669,29.1,26.5,42571,5808,334,5.4,42571,84.8,9.476203797,3.184572919,0.339127948,6.378835208,6.136600959,20.8515241,3,10957,6,3803,3229,3847,3553,234,101.93333333333332,49.366864930999995,15127
1.0,996945,679494,247870,297,19326,11.3,10.1,1.3,2.6,-3.6,-1.0,46247,146184,199438,297633,102720,15.7,14.9,66992,509324,15801,3.0,66992,123.1,556.0414192,108.2140895,19.8528104,620.1562332,445.2236825,1768.039222,468,777418,2,243452,252181,252181,249131,69581,114.71666666666665,3985.5274568,757521
1.0,54993,51910,859,1,78,11.3,2.5,8.8,1.6,-10.4,-8.8,4075,5979,9672,18316,3673,8.1,7.2,86896,35218,989,2.7,86896,120.8,27.9524091,21.69570406,0.859331402,24.16748877,26.29167875,70.37827632,5,43005,5,13105,16104,16024,9760,2224,124.56666666666666,176.34488840199998,29689
1.0,45358,42951,836,76,450,11.1,10.9,0.2,0.3,1.2,1.5,2705,15215,8176,4982,5095,16.2,14.5,61699,22211,859,3.7,61699,109.9,23.4328518,8.676247164,0.752769208,30.67728537,20.97665124,88.39993868,6,34938,5,11446,10369,11990,11553,1571,122.35000000000001,178.915743462,41326
1.0,47542,44774,1004,888,1161,10.7,10.3,0.4,0.1,18.2,18.3,3813,9992,10238,8072,5099,18.6,17.3,56696,22373,660,2.9,56696,93.5,16.39845104,9.678398932,0.86630201,17.98860387,15.92140519,56.14895893,12,37371,6,11191,10326,11712,14313,1764,95.95,129.002119972,42763
1.0,136373,113693,1959,-154,5545,10.6,10.0,0.6,0.0,-1.7,-1.7,8878,21615,34073,27380,27002,23.2,19.9,49471,60782,2245,3.6,49471,65.7,53.13979904,27.29387498,1.237653293,77.09649189,52.39513857,202.6131523,32,110189,5,30758,40265,31647,33703,20721,120.01666666666671,445.776110073,99374
1.0,45467,42639,1834,-230,459,8.5,12.2,-3.7,0.1,-1.4,-1.4,5529,13815,9787,4471,5455,18.2,16.6,50826,20988,793,3.6,50826,94.3,20.65443834,18.57454472,0.490417022,22.13444685,17.61998301,65.588898,0,36945,3,9420,9504,13223,13320,994,109.35000000000002,145.06272794199998,44020
1.0,10134,8507,266,82,88,13.2,11.8,1.4,0.4,6.3,6.7,1042,2822,1774,955,1466,20.9,20.6,48725,6314,137,2.1,48725,93.9,2.906752312,3.310253738,0.321259097,3.389925994,5.808364479,11.98167929,0,7673,6,2702,2481,2381,2570,1361,91.69999999999999,27.71823491,9437
1.0,196584,163961,23595,635,4998,11.9,8.7,3.2,0.7,-0.6,0.1,13345,42020,44816,32838,24084,17.6,16.3,60349,95970,3600,3.6,60349,99.3,102.8304724,62.21902969,4.497353777,103.202434,110.7769246,310.9937044,33,151233,4,49913,47944,52597,46130,9028,116.53333333333332,727.5199188670001,171136
1.0,16603,15970,106,70,189,8.6,15.4,-6.8,0.5,10.5,11.0,1741,5387,3412,1730,2685,26.9,25.2,40486,5610,311,5.3,40486,86.0,7.189174886,1.151369771,0.484787272,4.952542699,9.282574469,20.03603759,0,13275,6,3656,3092,4168,5687,527,94.03333333333332,43.096486687,17465
1.0,16141,15720,108,23,284,11.2,11.3,-0.2,-0.2,1.9,1.7,696,4222,4145,2142,1177,8.1,7.2,64188,10192,215,2.1,64188,106.9,9.829396938,4.362370233,0.603469739,6.535884124,11.05167887,20.90153241,0,12383,6,4078,3592,4196,4275,313,97.89999999999999,53.284332314,13542
1.0,34055,31960,1081,-188,1361,11.9,11.7,0.1,0.0,-5.6,-5.6,1913,10007,8682,3829,4758,21.5,18.2,48241,15358,638,4.0,48241,80.3,20.73849902,9.203922824,1.273227307,13.78969914,23.31732382,44.09898309,10,26758,5,7972,7850,8719,9514,1014,97.89999999999999,122.421655201,30413
1.0,8013,3098,4647,-112,129,7.4,10.5,-3.1,0.5,-11.2,-10.7,972,1728,1758,1195,1444,34.1,32.6,37327,3430,157,4.4,37327,51.4,4.212672105,1.977453498,0.090311863,3.996299934,3.508051425,11.05567722,8,6116,6,2057,1872,1900,2184,268,113.43333333333332,32.840466045,8048
1.0,22895,20377,1242,-29,1488,9.7,10.5,-0.7,2.4,-2.8,-0.4,2423,5990,4065,2731,3188,20.0,18.5,43776,10406,326,3.0,43776,80.5,12.76957936,2.485153724,0.455922939,14.24198623,10.22463246,40.60330106,7,17775,5,5967,5744,5476,5708,1276,114.71666666666665,87.78057577300001,21667
1.0,532331,389291,113780,662,15402,12.3,11.3,1.0,1.8,-1.4,0.3,36035,102039,125902,99765,87187,25.1,21.7,51071,239367,11350,4.5,51071,90.9,275.0128628,101.8262562,8.834657292,360.0350544,246.1863779,1037.480219,196,414788,3,131394,140156,130033,130748,29260,122.35000000000001,2225.375427592,501006
1.0,14310,9008,4700,-79,2645,10.9,9.8,1.1,1.0,-7.5,-6.5,2418,4460,2312,943,3209,35.9,36.1,36299,4114,182,4.2,36299,65.5,8.304094144,4.093595924,0.145791944,7.790127152,5.562936854,19.55291682,0,11603,6,3044,4100,3622,3544,602,114.28333333333332,45.449462838,14460
1.0,293557,270641,9161,1213,9175,9.6,9.1,0.5,1.1,2.6,3.7,10387,46659,54577,97804,23332,8.0,7.3,71586,160973,4436,2.7,71586,128.8,241.2669866,121.9494951,7.457343224,176.5635675,245.2149919,492.1846528,72,238761,3,62193,76831,79359,75174,13755,151.38333333333335,1356.637037124,198162
1.0,159337,149717,4059,124,1999,9.5,10.8,-1.3,0.3,1.8,2.2,10689,38628,42500,20564,21745,19.6,17.3,56557,72183,3595,4.7,56557,99.9,70.45573517,60.30182039,2.295390467,118.1966688,96.00789432,323.6341156,23,126206,2,36596,35496,45061,42184,5561,122.78333333333335,693.8916247469999,149977
1.0,38346,36899,423,-51,1176,11.8,10.0,1.7,1.0,-4.0,-3.0,2718,10707,7793,4687,4006,15.5,14.7,53700,18575,582,3.0,53700,96.4,19.78648415,4.842044341,0.756390359,15.0762351,19.04155425,49.88738229,5,29563,5,9876,9111,9897,9462,1024,101.68333333333334,114.39009049,34555
1.0,206229,197016,2035,1716,3613,9.2,9.9,-0.7,0.0,9.0,9.0,10385,45404,46095,46567,18133,10.5,9.2,65984,110544,3455,3.0,65984,118.7,169.494338,85.67168359,5.238915903,124.0390383,172.2678817,345.7684496,14,167664,3,43036,47990,56699,58504,7178,151.38333333333335,916.480307093,164290
1.0,14717,14394,89,14,395,13.7,9.8,3.9,0.1,-2.9,-2.8,1454,3284,3222,1930,1373,13.4,12.6,59901,7235,289,3.8,59901,92.1,5.732675017,2.878465876,0.216000449,11.14770231,6.992870149,24.70028663,0,10978,6,4045,3431,3522,3719,234,120.75,51.668000430999996,12067
1.0,13143,4781,7923,-108,1939,9.5,13.3,-3.8,0.4,-4.9,-4.5,2604,3259,2874,820,3417,39.2,38.6,32868,4436,295,6.2,32868,56.1,6.015846323,4.156743659,0.181162558,6.219498026,4.261693003,15.97728822,0,10681,6,2785,3741,3403,3214,439,99.28333333333335,36.812231789,14647
1.0,42647,40429,820,-350,1184,10.2,11.7,-1.6,0.4,-6.9,-6.6,2118,9449,12138,6942,4316,13.3,12.3,51939,22691,607,2.6,51939,86.5,25.97077574,11.52605188,1.594459697,17.26880926,29.20023225,55.22505747,18,33828,5,9831,9630,10580,12606,1398,97.89999999999999,158.785386297,37638
1.0,164742,149422,10519,-961,3173,9.7,12.7,-3.0,0.1,-2.8,-2.7,8333,46493,38007,28795,18061,16.3,15.7,54823,80234,3823,4.5,54823,90.0,90.08220669,72.92246605,2.559811385,133.4703665,92.66774482,344.3139264,20,132754,2,35252,37861,43127,48502,4801,133.11666666666667,756.0165218449999,144725
1.0,45851,42333,2339,239,496,12.1,9.1,3.0,-0.1,2.3,2.3,3290,11805,10161,5236,5530,16.4,14.5,55602,21726,985,4.3,55602,110.8,30.10625141,10.11750644,1.077422085,20.26579636,19.49620916,66.24606649,4,35037,5,11793,11464,12333,10261,1179,101.93333333333332,151.309251945,43405
1.0,94632,38162,51506,-61,3057,14.3,11.0,3.3,1.1,-4.9,-3.9,7923,18923,23158,13518,17540,29.1,26.5,47343,42303,1792,4.1,47343,65.2,49.7508532,23.35334824,1.066565857,47.19553916,41.4294175,130.565437,22,72580,2,24005,29088,21718,19821,4964,113.43333333333332,315.36116095700004,93056
1.0,6005,5688,53,-5,25,8.0,11.5,-3.5,0.2,2.7,2.8,258,1160,1389,1225,536,12.2,10.6,64799,2954,86,2.8,64799,106.9,2.071277996,1.222472458,0.10942206,2.272129196,2.011022636,7.092139547,0,4557,3,1582,1334,1469,1620,264,95.95,14.778463893,4869
1.0,469966,431733,6299,13081,11074,10.8,6.5,4.2,1.6,22.2,23.9,14497,68554,102595,112640,44434,10.2,8.9,66827,238510,6015,2.5,66827,120.4,184.320564,165.5670183,12.05585085,104.2161329,247.0109884,373.7313762,105,358229,3,124111,130349,120398,95108,31934,88.05,1191.90193065,288194
1.0,7450,7185,88,26,34,14.3,9.3,5.0,3.0,-4.2,-1.2,348,1486,2145,1148,604,12.3,12.2,64053,3577,119,3.2,64053,102.9,3.688010288,2.07611768,0.373959085,1.702158595,4.848572967,7.014956633,0,5639,6,1940,1456,1847,2207,177,97.41666666666667,19.703775248,5596
1.0,65936,59688,3326,-242,2705,10.8,13.3,-2.5,0.6,-1.7,-1.1,6050,17383,13946,8312,10094,23.3,21.3,45130,30193,1126,3.6,45130,81.0,34.02288685,8.325901937,1.300614267,25.9236071,32.74197886,85.78142279,30,51461,5,16206,15682,16871,17177,2922,101.68333333333334,218.096411804,61939
1.0,14523,13165,691,74,180,9.0,10.3,-1.3,-0.1,6.5,6.4,1156,2953,2813,3281,934,8.0,7.0,84021,7329,216,2.9,84021,115.7,7.635172468,3.583995651,0.163683912,7.243013096,6.358096948,20.03763887,0,11635,2,3202,2832,4291,4198,667,113.43333333333332,45.021600945,12055
1.0,42276,40942,360,11,392,11.1,10.6,0.6,0.7,-1.0,-0.2,2527,11842,9327,4911,3303,10.4,9.1,62800,21247,981,4.4,62800,111.8,21.84062883,8.086710726,0.701619804,28.59281529,19.55132298,82.39331116,7,32341,3,10938,9781,10967,10590,974,122.35000000000001,168.16640879,38031
1.0,129641,114489,11091,181,6175,11.2,11.2,0.1,0.2,1.2,1.4,10755,35132,27988,16174,20908,24.7,21.3,49522,57126,2305,3.9,49522,88.9,66.89458071,16.37008998,2.557221157,50.97006715,64.37610533,168.660359,21,101603,2,31238,32298,33870,32235,4061,101.68333333333334,390.828423327,133411
1.0,86976,76112,6416,2167,2348,13.2,8.3,4.8,0.0,20.4,20.3,10334,15984,17027,11083,10673,19.2,18.5,61883,40096,1395,3.4,61883,102.1,30.00024563,17.70620558,1.584861461,32.90936036,29.12751121,102.7220532,0,64859,2,24330,20952,22557,19137,4448,95.95,214.050237441,81867
1.0,33190,20171,11342,-278,322,9.7,14.0,-4.3,0.4,-4.4,-4.0,4798,8075,7640,3636,9542,44.2,41.8,36976,13659,759,5.3,36976,68.6,15.0773266,13.55904588,0.357994611,16.15770319,12.86223494,47.87858281,4,26408,6,7487,7173,8660,9870,1677,109.35000000000002,109.89288803099998,37675
1.0,7380,7103,73,4,832,16.0,12.5,3.5,4.9,-7.9,-3.0,616,1648,1455,1274,784,17.1,18.3,54434,3478,102,2.8,54434,95.4,3.956700879,3.379507728,0.476811734,2.835775049,4.525528912,8.013783176,0,5500,6,2019,1459,1694,2208,204,109.14999999999999,23.188107478,5640
1.0,49791,41765,1203,447,6332,8.6,5.0,3.6,9.4,-4.0,5.4,1133,3832,7065,11811,11053,11.9,11.0,45389,22660,1025,4.3,45389,61.3,20.06680923,12.60700428,0.607884902,24.76470233,29.18508276,73.45496153,6,42338,5,12379,21961,8134,7317,6823,121.73333333333335,166.686445032,31217
1.0,43892,43281,194,5,765,16.3,7.6,8.7,0.1,-8.7,-8.6,10761,8426,3934,2253,4054,12.6,11.8,60828,19919,673,3.3,60828,108.3,22.67548682,8.395825224,0.728439219,29.68577559,20.29867225,85.54279528,4,30256,6,14890,11118,9568,8316,417,122.35000000000001,171.326994383,32998
1.0,31666,24394,6043,-197,1393,9.7,12.1,-2.4,0.5,-4.3,-3.8,3348,8062,6842,4342,3969,18.5,17.1,50580,14496,488,3.3,50580,69.7,16.64775676,7.814556655,0.356896974,15.79269109,13.86321682,43.69013787,0,25459,3,6998,7085,8597,8986,1229,113.43333333333332,98.165256169,29536
1.0,127335,117928,999,2358,1084,12.1,10.3,1.8,0.2,16.6,16.8,8586,25544,34350,16618,15989,16.3,15.3,54292,55780,2771,4.7,54292,85.9,63.838978,35.18588126,1.8534877,78.05917871,60.10161755,187.2326428,11,98656,4,31365,32404,31125,32441,8408,133.79999999999998,437.27178602000004,109304
1.0,53140,50109,1426,208,646,8.6,13.6,-5.0,-0.2,9.2,9.0,4608,14447,12303,7579,7779,22.0,21.2,54440,22201,952,4.1,54440,104.0,45.11791268,9.356393861,0.902672226,28.15552414,19.51341874,79.30171743,6,43159,3,11034,10989,14611,16506,1605,109.55,188.347639077,53553
1.0,5882,5008,464,25,1950,6.1,8.5,-2.4,0.3,6.1,6.5,646,2208,1120,565,1353,30.4,28.9,37659,1953,64,3.2,37659,52.3,2.989763613,2.320552275,0.091913285,2.584932063,2.812133443,7.527594809,0,5005,6,967,1868,1617,1430,410,124.56666666666666,18.326889488,5021
1.0,98105,84656,2886,845,11339,9.2,5.4,3.8,8.6,-3.8,4.8,1474,9002,14101,25714,16410,8.3,6.6,57464,56840,916,1.6,57464,95.7,59.74307581,26.51448682,3.66788915,39.72510452,67.17210553,127.0395166,14,81860,4,25236,39510,16975,16384,10563,97.89999999999999,337.86217843000003,66934
1.0,6549,6368,35,-35,149,10.2,14.8,-4.6,0.2,-0.8,-0.6,1134,2039,1059,551,1912,41.1,39.6,30691,1928,103,5.1,30691,58.6,5.560353973,1.153086628,0.111245774,3.469900783,2.40484342,9.773183053,0,5187,6,1476,1429,1724,1920,146,109.55,22.472613631,7272
1.0,15096,13754,590,-242,1313,7.9,14.2,-6.3,0.2,-9.9,-9.7,787,4432,4235,2330,2404,26.8,24.3,39934,5890,317,5.1,39934,70.5,6.675158802,5.713150622,0.217471237,11.19825849,9.096036531,30.6619342,5,12737,6,2655,3331,3913,5197,752,122.78333333333335,68.562009882,16253
1.0,88355,80132,4068,1856,1176,11.4,8.1,3.3,1.8,16.1,17.9,6654,19089,16374,16432,6107,9.8,9.3,77684,45591,1212,2.6,77684,107.0,46.45084785,21.80430598,0.995819874,44.06502941,38.68137821,121.9049495,0,67969,4,22284,21222,24030,20819,4155,113.43333333333332,273.902330824,70777
1.0,17844,17386,109,-129,223,9.8,11.3,-1.6,0.3,-6.0,-5.7,893,4963,4411,2773,1955,16.8,14.2,53553,8069,400,4.7,53553,82.3,6.950727254,3.490068974,0.261895224,13.51631447,8.478682812,29.94848914,0,14110,5,4071,3758,4467,5548,349,120.75,62.646177874,15731
1.0,157413,136812,14926,3099,1327,8.0,13.4,-5.4,2.5,22.7,25.2,13034,34393,35433,32781,16775,17.9,16.8,58228,62318,2786,4.3,58228,105.0,91.34677648,45.03041336,1.60374195,85.69303182,61.19347162,215.0861841,40,132194,4,28119,28382,36178,64734,5675,114.28333333333332,539.9536193299999,144607
1.0,14503,13097,318,272,862,9.1,10.9,-1.8,0.8,20.0,20.7,1270,2998,4101,2053,2626,26.6,25.7,41485,6261,311,4.7,41485,57.7,7.371734388,5.721688142,0.226626722,6.373558264,6.93375915,18.56047391,0,11776,6,3109,3279,3407,4708,1088,124.56666666666666,45.187840576,12111
1.0,84460,72143,2649,1175,1941,11.6,8.8,2.9,-0.7,11.7,11.1,2793,13304,23729,19576,6219,9.7,9.7,65987,32818,1810,5.2,65987,89.1,34.03913774,21.38514152,1.031149382,42.00812916,49.50637846,124.600953,6,69141,5,16807,22620,17871,27162,9668,121.73333333333335,278.57088926200004,64909
1.0,171700,160244,1559,5841,2237,13.5,7.9,5.6,0.4,28.4,28.8,7654,23856,42537,28437,16435,11.7,11.1,57069,71412,2517,3.4,57069,79.9,65.55995451,43.34452668,2.933088271,52.74127243,57.14090484,200.7535972,32,126892,4,49349,41094,34320,46937,9897,92.46666666666665,454.473343931,116646
1.0,13565,13204,94,-123,206,9.5,12.7,-3.2,0.0,-5.7,-5.7,1111,4395,2915,1528,1948,23.4,22.2,48764,5939,379,6.0,48764,74.9,5.283939431,2.653148713,0.19909262,10.2750956,6.445490492,22.76682667,0,10746,6,3103,2884,3567,4011,267,120.75,47.62359352600001,12757
1.0,73901,64443,1030,1348,2696,10.1,11.7,-1.6,0.1,19.8,20.0,5761,17035,20838,8205,12295,23.8,21.8,48763,26217,1892,6.7,48763,65.9,29.78364099,18.71161904,0.902237396,36.75636695,43.31720193,109.023621,0,58793,5,16544,16860,18425,22072,8428,121.73333333333335,238.494687306,67268
1.0,2430,2352,11,14,403,10.3,7.4,2.9,0.0,3.3,3.3,422,402,587,280,443,26.9,25.3,42742,940,24,2.5,42742,77.4,1.152889236,0.894404149,0.128098804,0.786892653,1.342749964,2.635175397,0,1914,6,565,582,569,714,67,113.66666666666664,6.9402102029999995,2036
1.0,7682,7114,254,17,427,9.1,9.4,-0.3,-0.1,2.7,2.6,505,1824,1756,980,955,17.8,16.4,50949,4033,148,3.5,50949,87.6,4.332413649,2.195230302,0.366751216,3.179390041,4.720272849,10.06059272,0,6056,4,2007,1788,1845,2042,314,102.61666666666666,24.854650777000003,6808
1.0,26846,25627,335,-252,631,14.5,9.5,5.0,0.7,-15.1,-14.3,4651,4519,5004,2650,5999,35.0,32.5,39725,11011,495,4.3,39725,65.5,9.259871621,5.465194938,0.489183117,10.15779857,8.990493538,31.70617457,6,19586,5,8168,6949,5810,5919,884,95.95,72.068716354,25339
1.0,3741,3471,124,41,33,17.7,3.5,14.2,10.2,-13.4,-3.2,462,878,701,242,371,13.5,13.3,65273,1849,47,2.5,65273,107.7,1.290366525,0.76157693,0.068167848,1.415492976,1.25282859,4.418267118,0,2650,6,1187,1015,908,631,146,95.95,9.206699987,3135
1.0,70941,44045,23158,-1060,944,13.8,10.9,2.9,0.1,-17.9,-17.8,10053,20212,10941,5994,16816,39.3,37.3,42909,26964,1675,5.8,42909,89.4,35.98826518,11.67639568,2.405307064,38.16522031,27.28044467,114.069404,11,52619,3,20061,17984,17509,15387,3738,111.48333333333333,240.585036904,67702
1.0,28710,27160,372,-59,1036,11.8,8.5,3.3,1.5,-6.9,-5.4,1273,4617,5480,6079,3303,12.2,11.2,53840,16466,402,2.4,53840,92.6,16.19156416,8.204251753,1.370662252,11.88235981,17.64111344,37.59953357,34,22512,5,7375,9280,5899,6156,1178,102.61666666666666,126.889484985,22859
1.0,24949,20769,1956,-264,687,16.5,8.2,8.3,1.3,-20.1,-18.8,2784,4480,5559,3383,3704,22.9,23.0,47747,10397,327,3.0,47747,92.0,7.156163749,8.149548107,0.790911113,8.345694063,14.29967292,29.49782087,6,18639,5,6930,7340,5551,5128,2224,91.69999999999999,74.239810822,21721
1.0,9611,9456,29,71,54,11.6,10.2,1.4,0.8,5.3,6.2,716,2699,2123,1171,972,15.4,14.8,54552,4389,228,4.9,54552,83.8,3.743748018,1.879794492,0.14106002,7.280054831,4.566723857,16.13062817,0,7401,6,2408,2104,2531,2568,126,120.75,33.742009388,8364
1.0,12311,11050,989,111,195,12.9,10.5,2.4,0.5,6.3,6.8,1805,3156,2126,1051,2055,24.2,22.9,51027,5100,212,4.0,51027,101.7,8.083532771,2.716551913,0.289287983,5.441369196,5.234734923,17.78707824,0,9021,6,3596,2850,3124,2741,272,101.93333333333332,39.552555026,12798
1.0,30816,29447,410,407,176,10.3,12.2,-1.8,0.3,14.8,15.1,3951,7962,5562,4382,5309,30.2,29.7,47757,11485,507,4.2,47757,81.4,14.1051754,9.746192847,0.424766445,14.58267147,9.992264443,37.46147103,0,24910,6,6494,6050,8034,10238,959,99.28333333333335,86.312541635,29115
1.0,34208,33331,196,61,440,12.7,10.0,2.7,0.6,-1.5,-0.9,1718,8473,7856,5230,3277,12.7,12.0,60773,18403,716,3.7,60773,93.4,13.32495393,6.690667981,0.502068584,25.9115717,16.25413481,57.4130193,10,26104,5,8821,8509,8513,8365,681,120.75,130.096416305,26546
1.0,33169,32218,256,69,529,11.6,10.3,1.3,0.2,0.7,0.9,2272,8784,7905,3909,3307,11.9,11.0,57471,16753,823,4.7,57471,81.8,17.02435798,10.71115856,0.750726897,19.00462185,20.72479135,55.46512186,6,25408,6,8445,7330,8375,9019,695,130.43333333333334,129.680778497,25741
1.0,55852,52417,931,727,1754,11.7,9.6,2.1,0.1,10.8,11.0,4252,12801,13629,6940,8367,23.0,21.8,40887,25433,1395,5.2,40887,75.1,31.15119224,6.062494246,1.11221699,34.74310612,24.94283347,99.0511278,18,44078,5,13304,13309,13404,15835,2504,114.71666666666665,215.062970866,52457
1.0,39694,38323,249,-106,587,8.3,10.9,-2.7,0.5,-0.4,0.1,2207,9456,8789,8589,5333,20.2,17.7,49482,20501,749,3.5,49482,89.0,32.62348289,16.48968772,1.008362199,23.87445794,33.15732171,66.5519051,4,32399,6,8192,8569,10576,12357,1122,151.38333333333335,177.70521755899998,33790
1.0,135428,123119,1191,13,1561,11.3,8.4,2.9,0.4,-3.2,-2.8,7759,32128,29464,23841,10027,8.9,8.1,63442,72098,1975,2.7,63442,104.4,70.84058327,42.86309543,3.098256355,71.09683004,76.314946,214.2455917,52,104582,4,33720,32422,36025,33261,11118,116.53333333333332,530.459302795,100681
1.0,3533,3396,18,13,155,8.8,15.3,-6.5,0.0,10.2,10.2,194,868,862,562,450,16.3,14.2,45058,1599,46,2.8,45058,75.4,1.913671403,1.505299419,0.170307599,1.637150463,2.30739327,5.026821053,0,2758,6,841,727,877,1088,119,105.86666666666666,12.560643206999998,3210
1.0,11169,10385,119,-34,122,11.9,10.5,1.4,4.2,-8.8,-4.6,1393,2812,2402,1096,1183,13.8,12.5,49585,5916,159,2.6,49585,82.5,6.80159435,3.018605609,0.417579674,4.522600197,7.64737013,14.46311972,0,8643,6,2781,2638,2936,2814,665,97.89999999999999,36.87086968,9717
1.0,749,698,20,-36,0,7.8,13.0,-5.2,10.4,-52.2,-41.7,45,200,111,108,82,15.9,14.9,64633,726,14,1.9,64633,106.6,0.258349245,0.152478247,0.013648147,0.283401294,0.250833631,0.884598255,0,609,6,154,170,185,240,31,95.95,1.8433088190000002,709
1.0,72133,23821,477,353,1188,11.6,9.5,2.2,3.1,-0.3,2.8,4162,15243,16323,14968,6021,11.9,10.4,73981,35193,907,2.5,73981,91.9,20.92149545,7.972511617,1.117167233,38.33914822,24.8823611,91.60771311,9,56384,5,17094,17117,18129,19793,47835,138.13333333333333,193.84039673,46981
1.0,62075,52202,7166,624,2032,11.3,11.5,-0.2,0.6,9.7,10.3,6359,14813,14742,6741,7924,19.2,18.6,51491,28817,1065,3.6,51491,95.5,28.19900719,25.35937852,0.669554548,30.21962716,24.05613842,89.54694268,10,48687,5,14830,15054,16297,15894,2707,109.35000000000002,208.050648518,55567
1.0,24192,18229,332,492,945,11.7,9.3,2.5,0.0,18.0,18.0,2215,4680,6010,2911,3704,22.4,20.2,50376,9682,559,5.5,50376,79.7,12.1285786,6.684861502,0.352138646,14.83023247,11.41852854,35.57177597,0,18512,6,6188,5774,5843,6387,5631,133.79999999999998,80.98611572799999,21137
1.0,86983,83220,724,1637,582,11.5,7.6,3.9,0.2,14.9,15.1,4552,17114,18778,15877,7388,11.5,10.6,58057,42495,1124,2.6,58057,106.7,48.51436215,9.441630327,1.732148722,54.10835064,38.84556477,154.2606218,0,64998,3,23857,21947,22309,18870,3039,114.71666666666665,306.90267840900003,69206
1.0,713856,594650,49474,13056,20304,13.6,6.7,6.9,0.4,11.1,11.5,27792,89218,157396,167680,68538,13.2,12.9,67923,323816,13268,3.9,67923,94.4,362.8460886,281.6287258,11.15485385,313.7145975,341.2883936,913.5699966,95,541792,3,192303,221677,169685,130191,69732,124.56666666666666,2319.20265595,411338
1.0,18691,17676,422,-35,959,10.3,7.6,2.7,-0.2,-4.4,-4.5,894,4644,4776,2657,1633,12.0,11.3,58335,8636,366,4.1,58335,83.0,9.593363534,6.035824557,0.423040684,10.70925825,11.67858769,31.25504515,0,14359,6,4771,4576,4677,4667,593,130.43333333333334,69.69511986500001,13539
1.0,18486,17443,515,37,205,10.6,13.7,-3.1,-0.1,5.3,5.2,2027,6090,3186,1733,2477,20.3,18.5,48056,8434,379,4.3,48056,91.8,15.69532807,3.254841869,0.314015784,9.794561899,6.788202085,27.5869693,0,14507,6,4355,4156,4914,5061,528,109.55,63.433919007,18300
1.0,9541,8602,34,-109,135,12.3,10.6,1.7,0.1,-13.2,-13.1,572,2373,2591,1428,867,11.0,9.8,64524,4635,160,3.3,64524,98.9,5.736572742,2.849457358,0.489554348,4.40598913,7.368420568,11.33506605,0,7471,6,2234,1946,2265,3096,905,106.91666666666669,32.185060196,8339
1.0,292502,180974,92629,1255,15162,10.4,6.7,3.7,3.2,-2.7,0.6,10819,32510,48977,77725,57656,20.1,18.8,51046,149478,5177,3.3,51046,92.1,169.738934,83.67470265,2.980044391,159.2332475,113.7086063,399.6692715,60,238030,3,71057,106108,60718,54619,18899,114.28333333333332,989.004806341,223378
1.0,18627,18088,119,76,312,9.6,9.3,0.4,0.5,3.3,3.8,665,4667,4670,2981,1391,9.5,8.3,67597,10499,260,2.4,67597,112.5,11.34329823,5.034252545,0.696414772,7.542526088,12.75383324,24.12073875,0,14510,6,4484,4058,5048,5037,420,97.89999999999999,61.491063625,16537
1.0,8777,7751,119,-71,321,11.1,13.0,-1.9,1.1,-7.4,-6.2,974,2185,2536,1078,1631,27.2,25.5,45227,2939,240,7.5,45227,60.1,3.420090606,1.756640543,0.079655672,4.961949281,3.372164073,13.04023258,0,7069,6,1842,1741,2070,3124,907,120.01666666666671,26.630732755,7954
1.0,19479,18918,122,-160,168,12.2,9.2,3.0,0.0,-11.3,-11.3,2321,4289,4035,2490,1764,13.3,11.8,56976,9793,419,4.1,56976,87.6,7.587604583,3.809855052,0.285892012,14.75477974,9.255562794,32.69259246,0,14631,6,5286,4593,4735,4865,439,120.75,68.386286641,16550
