const,TOT_POP,White-alone pop,Black-alone pop,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,county_pop2018_18 and older,Urban_rural_code,Age_0_19,Age_20_39,Age_40_59,Age_60+,Other_races,Indice_Profesionales_Disponibles,Indice_Capacidad_Medica,y
1.0,23957,23188,135,-138,332,10.2,12.3,-2.1,-0.2,-3.4,-3.6,3868,6631,4464,1893,3741,24.1,22.0,42774,10407,425,3.9,42774,78.6,13.3619049,2.600429253,0.477071231,14.90261035,10.69890893,42.48671254,0,18531,6,5927,5342,6237,6451,634,114.71666666666665,84.527637204,24103
1.0,141262,112295,23699,725,4350,11.3,11.0,0.3,0.6,4.2,4.8,14118,31477,32308,17953,22298,25.2,24.0,46864,63199,2576,3.9,46864,86.9,64.1715369,57.70948898,1.523682877,68.76979416,54.7437491,203.7789805,20,109855,2,34803,34533,37724,34202,5268,109.35000000000002,470.697232517,125731
1.0,131264,108381,12844,2269,6890,12.6,7.4,5.2,4.4,7.9,12.3,9417,21486,22249,23437,20486,19.6,18.2,53478,62028,2372,3.7,53478,106.6,86.18933032,28.96478517,3.084485237,58.0176985,55.81449476,189.651778,52,101165,4,36238,41368,29973,23685,10039,101.93333333333332,473.72257198700004,102571
1.0,28601,27110,1013,-154,2453,9.2,13.1,-3.9,0.0,-1.4,-1.4,2808,8371,6529,3280,3754,20.1,17.7,53138,11185,706,5.9,53138,81.7,11.14087369,5.594007101,0.419775011,21.66443119,13.58993539,48.00250717,0,22862,6,6289,7055,7434,7823,478,120.75,100.41152955199999,27218
1.0,42756,40439,637,-150,1547,8.2,10.0,-1.9,1.6,-3.2,-1.6,2101,9616,7815,12288,4965,16.1,13.3,54441,21997,646,2.9,54441,89.4,26.21480156,16.86212496,0.955747973,28.46763607,25.46385672,82.60393199,0,35120,6,8640,9409,11225,13482,1680,160.53333333333333,180.568099273,31059
1.0,13724,10819,1898,116,1462,4.9,8.8,-3.9,2.9,9.5,12.4,2454,4080,2525,997,2457,27.6,23.7,38680,4998,208,4.0,38680,69.8,7.964038297,3.925961597,0.139821708,7.471118451,5.335132451,18.75221736,0,11644,6,2322,3323,3400,4679,1007,114.28333333333332,43.588289864000004,16212
1.0,18804,17071,191,64,278,8.5,12.5,-3.9,0.1,7.2,7.4,874,3638,6528,3390,2317,19.6,19.0,55079,7260,588,7.5,55079,73.2,7.32726259,3.763457761,0.17065572,10.63056788,7.224583939,27.93762487,0,15631,6,3561,3547,4434,7262,1542,120.01666666666671,57.05415276,14935
1.0,3378,3250,19,20,40,5.3,8.9,-3.6,0.6,8.9,9.5,215,827,789,665,449,20.1,17.5,48410,1585,90,5.4,48410,87.6,1.60265837,1.243332188,0.178073152,1.093877935,1.866588221,3.663219132,0,2861,6,568,578,857,1375,109,113.66666666666664,9.647748998,2990
1.0,39966,38169,352,383,465,10.9,7.8,3.1,0.5,6.1,6.6,2222,8997,10695,4718,2987,9.4,8.5,73468,20346,788,3.7,73468,104.5,20.51299379,12.90609193,0.904566046,22.89905384,24.97172092,66.83104888,0,30571,2,10213,9935,10757,9061,1445,130.43333333333334,149.025475406,32053
1.0,21198,19431,633,-164,259,13.4,10.2,3.2,0.5,-11.6,-11.1,2052,4728,5414,1947,2708,18.9,18.1,54351,8612,453,5.0,54351,89.6,7.311732051,4.315399027,0.386266249,8.020748492,7.099027118,25.03566597,4,15755,5,5972,5184,5115,4927,1134,95.95,56.168838906999994,18756
1.0,17778,17041,416,137,1771,8.1,13.3,-5.2,-0.3,13.2,12.9,2772,5687,3571,1538,3308,27.9,25.8,35778,7350,263,3.5,35778,68.3,15.09420872,3.130183855,0.301989214,9.41943749,6.528219013,26.53040897,0,14802,6,3303,4025,5040,5410,321,109.55,61.004447262,20116
1.0,3968,3564,227,76,68,6.9,8.1,-1.3,3.6,17.0,20.6,544,690,1114,478,811,31.3,28.6,34442,1594,65,3.9,34442,47.4,2.086095459,0.979225693,0.044722011,1.978948975,1.737170604,5.474719481,11,3175,5,888,1104,962,1014,177,113.43333333333332,23.300882223000002,3708
1.0,39109,37464,417,426,927,14.9,9.8,5.1,0.1,5.8,5.9,3260,9500,7777,4180,5384,24.7,23.6,51141,16391,525,3.1,51141,94.0,21.81286216,4.245113648,0.778802805,24.3280122,17.46561044,69.35813502,0,28446,3,11539,9347,9829,8394,1228,114.71666666666665,137.98853627300002,34168
1.0,87393,81290,516,740,1628,10.2,13.3,-3.1,0.1,11.4,11.6,6170,19450,26543,10843,14655,25.2,23.3,46578,33939,1990,5.5,46578,73.7,43.81418938,24.14889638,1.272092124,53.57384698,41.24915116,128.5021585,12,70275,4,18779,18137,20726,29751,5587,133.79999999999998,304.560334524,84508
1.0,10919,6209,4159,-92,190,8.4,10.9,-2.6,1.3,-7.0,-5.7,1346,2945,2233,1291,1478,23.4,22.6,50785,5281,212,3.9,50785,70.0,5.74044262,2.694598121,0.123064424,5.445600771,4.780283727,15.0651366,7,8891,6,2240,2379,2902,3398,551,113.43333333333332,40.849126263,10765
1.0,40822,39374,440,-108,354,13.4,9.5,3.9,1.4,-8.0,-6.6,6543,9449,6495,3266,8552,33.3,32.2,41919,16133,926,5.4,41919,69.1,14.08055127,8.310369804,0.743851345,15.44593806,13.67093523,48.21237645,8,29474,5,12514,10590,9244,8474,1008,95.95,108.464022159,37626
1.0,17153,16718,78,-20,185,8.4,11.0,-2.6,0.5,0.9,1.5,535,3558,4609,3972,1330,9.3,7.9,55603,9554,311,3.2,55603,92.6,10.44567534,4.635879847,0.64130577,6.945667579,11.74459127,22.21200579,3,13865,5,3593,3427,4183,5950,357,97.89999999999999,59.625125596,15008
1.0,12362,12175,30,-177,127,11.0,12.5,-1.5,0.2,-12.9,-12.6,2723,2882,2364,857,3463,37.6,35.8,30950,2477,378,13.2,30950,61.7,8.11701991,2.7278056,0.290486398,5.463910812,5.256420528,17.86076365,0,9602,6,3020,2777,3532,3033,157,101.93333333333332,39.716406898,14975
1.0,13838,10129,541,0,749,11.2,9.3,1.9,0.1,-2.0,-1.9,1681,3934,2622,1452,2707,27.8,26.9,39702,4910,211,4.1,39702,76.5,3.969176879,4.520158993,0.438680026,4.628951639,7.931334878,16.36101027,0,10729,6,3400,3430,3347,3661,3168,91.69999999999999,37.849312685,14382
1.0,7163,6829,58,11,58,12.0,10.1,2.0,0.6,-1.1,-0.6,622,2033,1714,1017,900,20.1,20.4,48342,4396,91,2.0,48342,67.2,3.640883502,2.825929267,0.111930443,3.147886496,3.424568489,9.166977493,0,5343,6,1975,1641,1640,1907,276,124.56666666666666,22.31817569,5182
1.0,30606,10045,19841,-579,884,9.5,12.8,-3.3,1.5,-17.0,-15.5,4316,9361,5841,2828,7726,37.7,37.4,32814,11626,668,5.4,32814,62.6,12.76823455,6.314888279,0.415373967,12.86455315,14.09261531,38.84047586,4,24266,6,7017,7063,7682,8844,720,100.01666666666667,89.296141116,36139
1.0,18699,17578,310,136,1831,8.8,10.7,-1.9,1.7,7.6,9.2,846,4531,3676,3028,1795,12.3,11.4,56170,10193,242,2.3,56170,93.5,11.38714413,5.053711727,0.699106663,7.571680642,12.80313135,24.21397401,5,15056,6,4607,4663,4268,5161,811,97.89999999999999,66.72874852199999,16416
1.0,4410824,3663379,275869,81244,65225,12.3,7.3,5.0,2.3,11.3,13.6,354513,634810,923098,899070,535183,18.2,17.0,65234,2137219,92307,4.1,65234,110.4,2092.969183,1193.170795,51.04802886,2044.996337,1653.833128,5700.773247,1004,3358036,1,1169492,1233706,1097010,910616,471576,105.05000000000001,13740.79071886,3183413
1.0,7451,7121,179,-27,213,10.4,14.3,-3.9,0.1,0.3,0.4,528,2594,1201,977,967,19.3,18.6,48421,3655,105,2.8,48421,89.0,4.155760463,0.808773985,0.148376581,4.634943847,3.327527254,13.2140291,0,5753,6,1842,1445,1787,2377,151,114.71666666666665,26.28941123,7124
1.0,38684,37264,614,-153,2060,10.2,10.3,-0.1,0.4,-4.2,-3.8,2847,11492,6125,4793,4506,17.6,16.7,50999,17353,975,5.3,50999,83.8,21.15271202,17.12333635,0.601083777,31.34093102,21.75983684,80.85029882,10,30870,5,9382,10331,9128,9843,806,133.11666666666667,182.828198827,35495
1.0,121421,107297,9788,1752,1430,10.9,8.7,2.2,0.4,11.8,12.3,7790,25636,26748,21234,11695,13.0,11.9,63677,55923,1793,3.1,63677,135.2,52.57584797,8.420193276,3.545344537,36.21891749,67.88529029,146.5274782,16,93198,3,30726,30306,31415,28974,4336,94.03333333333332,331.173071763,102570
1.0,231993,216777,2030,3938,4199,8.0,13.1,-5.1,-0.1,22.3,22.1,16623,44214,67706,43270,30060,19.2,17.9,48758,100899,4719,4.5,48758,82.5,110.0824245,62.75636304,2.684937182,107.5592305,86.98549496,299.8395511,39,194306,4,42340,41936,52457,95260,13186,105.05000000000001,708.908001282,209073
1.0,416075,371060,4854,3254,2917,10.1,8.4,1.7,0.7,5.4,6.2,19201,60819,100447,105014,30022,7.9,7.4,81061,210750,8248,3.8,81061,128.3,208.597815,114.9720465,6.05638587,255.0632017,196.3857582,611.7942579,54,326560,2,98171,102155,111525,104224,40161,133.79999999999998,1446.86946517,298558
1.0,8414,8148,51,-114,145,12.3,14.2,-1.9,-0.1,-11.3,-11.5,753,2693,1485,953,1277,22.5,20.8,40639,3710,118,3.1,40639,74.7,4.692869217,0.913303491,0.167553422,5.233984368,3.757591506,14.92186832,0,6380,6,2219,1726,1946,2523,215,114.71666666666665,29.687170324,8577
1.0,8460,8053,65,18,71,8.9,10.3,-1.4,0.0,3.7,3.7,271,1793,2301,1768,859,13.4,12.1,57676,4043,168,4.0,57676,92.6,4.187995576,2.357577929,0.424656894,1.932921035,5.505896282,7.965977599,0,6606,6,1996,1710,2003,2751,342,97.41666666666667,22.375025315000002,6548
1.0,307117,233072,43393,-600,17576,9.7,9.1,0.7,2.8,-5.4,-2.6,15030,49310,55746,84423,32888,15.3,15.2,64536,152991,5844,3.7,64536,95.4,198.1890833,139.7585852,2.608785015,325.6266597,101.836909,768.6172139,120,250758,3,68921,92069,74422,71705,30652,150.75,1656.6372361150002,225074
1.0,126179,118061,1849,-190,7047,7.2,9.3,-2.1,0.2,0.5,0.7,5058,19531,22765,38670,9507,9.7,8.1,86715,66529,2476,3.6,86715,135.9,77.92841963,36.39841958,1.312729887,156.0955174,33.77295981,308.014167,17,105337,2,27243,30038,32700,36198,6269,156.35,630.5222133069999,91209
1.0,162927,148103,7534,302,7465,8.4,8.8,-0.4,3.2,-0.9,2.3,8264,38005,28447,30033,17564,14.3,12.6,63689,82560,3963,4.6,63689,113.4,84.17135335,31.16528334,2.703964655,110.1935287,75.34862331,317.5346534,16,132396,3,37952,46381,40566,38028,7290,122.35000000000001,637.117406755,131044
1.0,39507,27569,10689,112,450,10.4,11.4,-1.0,0.2,3.7,3.9,3813,10112,9727,4272,5773,23.4,22.6,50149,17513,748,4.1,50149,93.0,17.94697023,16.13971756,0.426131157,19.23297318,15.3102837,56.99123745,6,31247,3,9091,8690,10886,10840,1249,109.35000000000002,132.047313277,39177
1.0,20269,19238,141,101,474,10.5,9.2,1.3,0.8,2.9,3.8,1189,3532,6142,2124,2853,17.0,15.3,51394,8092,385,4.5,51394,72.0,7.739281992,5.116774672,0.34624791,6.226050384,6.745422249,23.69874585,6,15042,5,5853,5000,4428,4988,890,92.46666666666665,55.872523057,16283
1.0,55207,51888,1489,-74,2596,10.4,10.6,-0.1,0.8,-2.0,-1.2,3283,17094,11084,5639,6372,16.2,13.5,52165,25936,1193,4.4,52165,92.9,28.52104258,10.56020056,0.916224915,37.33852668,25.53150458,107.595031,9,43106,5,14082,13484,13649,13992,1830,122.35000000000001,219.462530315,53426
1.0,39316,34800,1022,3,1370,13.4,8.9,4.5,5.1,-9.5,-4.4,1746,7804,8504,7497,4195,11.4,10.6,60082,20300,591,2.8,60082,105.3,21.0788146,18.00389239,2.540153134,15.10722653,24.10917273,42.69239828,10,29900,5,10496,10548,9053,9219,3494,109.14999999999999,133.531657664,32503
1.0,275910,269243,1939,1928,3593,18.3,5.1,13.2,2.6,-8.8,-6.2,48935,39427,33642,27549,69860,34.6,33.1,44919,112190,4383,3.8,44919,74.1,95.16841165,56.16858881,5.027583767,104.3968637,92.39987604,325.8604867,56,185080,3,100155,76637,61987,37131,4728,95.95,735.021810667,235796
1.0,9947,9422,118,-113,28,16.3,7.1,9.2,1.1,-21.7,-20.6,1527,1940,1771,936,1040,15.7,15.1,49845,4360,127,2.8,49845,82.2,3.430974559,2.024968116,0.181252494,3.763675123,3.33116439,11.74779552,0,6796,6,3430,2498,2371,1648,407,95.95,24.479830202000002,7872
1.0,16939,13396,2654,234,72,12.4,8.7,3.6,0.5,9.6,10.2,1160,4113,3796,2329,1223,10.2,9.4,68724,8741,263,2.9,68724,94.7,8.905335429,4.180217747,0.190913846,8.447937673,7.415809695,23.37103661,0,13030,2,4252,4171,4712,3804,889,113.43333333333332,52.511251,14390
1.0,11250,10408,115,-56,198,10.6,11.3,-0.7,-0.2,-4.0,-4.2,1203,2312,2332,1818,1604,23.4,23.2,44171,5370,273,4.8,44171,61.4,5.718266005,4.438322526,0.175794706,4.943979209,5.378527921,14.39738892,0,8700,6,2828,2682,2611,3129,727,124.56666666666666,35.052279287,8146
1.0,114772,101925,8230,-617,8885,9.9,10.3,-0.4,1.3,-6.2,-5.0,7620,24588,21655,17253,23799,27.0,24.2,43096,51986,2173,4.0,43096,77.3,59.22219682,14.49254454,2.263924118,45.1241239,56.99257458,149.3160862,36,93698,4,27507,35056,25783,26426,4617,101.68333333333334,363.411450158,104059
1.0,5000,826,37,65,52,20.7,8.7,12.1,0.2,0.4,0.6,370,1138,835,559,1091,31.6,30.1,54524,1861,166,8.2,54524,72.8,3.254510888,2.345959932,0.142384851,1.478090361,4.013896761,5.73607544,0,3422,6,1722,1426,1090,762,4137,128.35,16.970918233,3985
1.0,4404,4264,17,-5,101,11.1,15.4,-4.3,0.0,3.2,3.2,301,1449,895,653,572,19.7,18.1,47191,2581,63,2.4,47191,86.7,2.456310439,0.478035248,0.0876997,2.739537337,1.966773591,7.810305214,0,3491,6,977,823,1163,1441,123,114.71666666666665,15.538661529,4307
1.0,7147,6868,48,-40,104,12.1,10.2,2.0,1.7,-9.3,-7.7,465,2204,1510,881,707,11.8,11.8,59813,4308,141,3.2,59813,104.9,3.831780648,3.272810532,0.461757922,2.746244481,4.382649748,7.76077349,0,5538,6,1765,1426,1891,2065,231,109.14999999999999,22.456016821,5273
1.0,172578,152032,11654,7192,1603,16.8,6.5,10.3,2.7,29.4,32.1,16562,26517,31353,28049,17351,13.5,13.8,80189,100130,2147,2.1,80189,132.3,59.52656354,35.13269805,3.144686134,65.29883636,57.79488169,203.8213587,48,123312,4,53246,55281,37558,26493,8892,95.95,472.719024474,130300
1.0,106420,95615,4222,504,6770,10.1,6.6,3.5,2.3,-1.0,1.3,5005,18667,14410,26828,18156,13.9,13.4,51070,51127,2178,4.1,51070,116.0,55.51327034,39.36609829,3.300151952,57.51693402,73.13372451,165.1843915,119,89094,4,23343,41606,22479,18992,6583,117.36666666666667,513.0145706119999,88613
1.0,29650,25656,2756,373,248,11.1,9.0,2.0,0.7,9.9,10.7,3323,7534,5406,3582,4722,24.6,23.4,51338,13206,483,3.5,51338,87.6,13.57147101,9.377421402,0.40869435,14.03089983,9.614182267,36.04402311,0,22813,4,7457,7115,7996,7082,1238,99.28333333333335,83.046691969,25596
1.0,66802,37561,27776,-231,1392,11.2,12.6,-1.4,0.3,-2.3,-2.0,8271,16306,13589,7913,15356,33.4,33.7,37206,28859,1227,4.1,37206,70.9,27.86850958,13.78315255,0.906613466,28.07873879,30.75916121,84.77492871,12,51985,4,16530,15534,17183,17555,1465,100.01666666666667,198.17110430600002,65407
1.0,224347,215517,2591,598,1984,11.3,9.7,1.6,0.3,0.9,1.2,17126,48743,56558,30916,19327,10.4,9.4,65150,112580,3620,3.1,65150,119.7,125.1284918,24.35190139,4.467566872,139.5565357,100.19068,397.8697874,67,172389,2,56705,56250,62364,49028,6239,114.71666666666665,858.564963162,186737
1.0,14422,10973,2889,167,2603,11.2,8.2,2.9,1.5,7.3,8.7,1939,3754,2675,1321,2122,23.4,22.2,45445,4381,201,4.4,45445,75.0,4.974516447,2.935969656,0.262795162,5.456893799,4.829803241,17.0329453,0,11370,6,3434,4828,3152,3008,560,95.95,35.492923605,13067
1.0,155350,121303,19205,536,4581,11.2,9.8,1.4,2.6,-0.5,2.1,10381,31383,31616,33580,17062,17.3,15.5,63297,73240,3063,4.0,63297,93.6,100.2506344,70.69454379,1.319610286,164.7128019,51.5124979,388.7921678,36,122016,3,37247,40646,40540,36917,14842,150.75,813.282256076,130505
1.0,13373,12861,58,101,123,11.2,12.2,-1.1,-0.3,8.9,8.6,1796,4289,2544,1008,2593,29.5,27.8,36762,4780,229,4.6,36762,67.6,7.458728315,1.451581601,0.266305196,8.318763128,5.972221442,23.71644224,0,10454,6,3145,2615,3238,4375,454,114.71666666666665,47.184041922,14539
1.0,17377,16826,138,-111,299,10.1,10.8,-0.7,0.6,-6.3,-5.7,1236,5044,3716,2327,2438,20.1,19.4,53050,9084,249,2.7,53050,87.3,9.089677286,5.499837621,0.397542611,9.12255675,9.7921022,27.49022098,4,13607,6,4156,3423,4417,5381,413,116.53333333333332,65.39193744800001,15356
1.0,61022,58846,398,177,1008,8.2,12.6,-4.4,0.3,7.0,7.3,3336,12773,14160,14527,4149,11.6,10.2,64777,30503,788,2.5,64777,86.0,45.61608837,23.43785211,1.259615852,39.09307771,26.13702894,100.6792956,10,49741,5,12389,12970,16843,18820,1778,137.75000000000003,246.222958582,52226
1.0,180005,146291,17437,1482,9034,11.4,6.3,5.1,5.1,-1.9,3.1,6161,22382,28440,48512,28584,13.2,12.1,55136,94908,2206,2.3,55136,101.3,100.3969483,19.53876812,3.584555955,111.9733012,80.38807453,319.2311512,110,143440,4,45309,64872,38378,31446,16277,114.71666666666665,745.112799305,125052
1.0,26427,15313,10479,220,556,14.7,8.4,6.3,-0.4,2.6,2.2,2605,6735,4440,3577,3299,20.0,19.2,58205,12927,601,4.4,58205,121.2,13.40637831,4.349700578,0.896026977,14.21733944,10.16253381,42.49322872,0,19966,3,6992,7640,6503,5292,635,111.48333333333333,85.525207835,23102
1.0,1389,1199,152,8,0,10.1,9.4,0.7,0.0,5.1,5.1,222,340,313,158,293,40.1,35.7,38304,506,23,4.3,38304,63.2,0.479101605,0.282766735,0.025310115,0.525559942,0.465164104,1.640463252,0,1068,6,345,275,325,444,38,95.95,3.418365753,1566
1.0,1349,1297,4,-7,4,11.1,5.2,5.9,0.0,-10.4,-10.4,158,410,408,120,223,23.4,21.7,39439,655,32,4.7,39439,60.4,0.811092823,0.402884181,0.069217987,0.622961884,1.041819447,1.602662625,0,1093,6,274,218,307,550,48,106.91666666666669,4.5506389469999995,1405
1.0,17144,14648,1895,5,497,11.5,8.5,3.0,-0.4,-2.3,-2.6,1865,4253,3618,1836,2049,17.8,17.2,55834,9132,293,3.1,55834,92.1,5.913403825,3.490102884,0.31239497,6.486824802,5.741377532,20.24773362,0,13394,6,4182,3974,4477,4511,601,95.95,42.191837633000006,16286
1.0,41107,27580,277,138,565,11.5,13.5,-2.0,0.1,5.4,5.4,3726,10877,9169,4049,6271,20.3,19.1,50951,19028,666,3.4,50951,98.1,11.79079014,13.42753112,1.303137726,13.75070928,23.56073008,48.60182461,0,31509,6,10580,9767,10345,10415,13250,91.69999999999999,112.434722956,41065
1.0,21539,20660,116,222,307,14.5,9.1,5.4,0.4,4.7,5.0,1313,4320,5181,2226,2544,15.6,13.7,54339,9525,354,3.6,54339,76.1,8.224204194,5.437377752,0.367942855,6.616157641,7.168071924,25.18364433,0,15201,6,6922,5094,4818,4705,763,92.46666666666665,52.997398696000005,15795
1.0,21938,18941,92,232,200,8.1,13.0,-4.9,0.6,14.8,15.4,1127,5257,5941,4585,2359,20.1,18.9,47198,9780,402,3.9,47198,77.7,11.47547565,6.943398615,0.501886965,11.51698509,12.3622684,34.70567232,10,18227,6,4052,3415,5593,8878,2905,116.53333333333332,87.50568704,21688
1.0,10836,7818,2674,111,283,11.9,12.0,-0.1,0.6,9.9,10.6,1683,2596,1895,1013,2587,35.3,33.7,35841,5174,184,3.4,35841,61.1,4.959880602,3.427107532,0.149362967,5.127785179,3.513635044,13.17278362,6,8126,6,2956,2533,2708,2639,344,99.28333333333335,36.350554943999995,11460
1.0,12410,12088,82,78,213,11.5,12.2,-0.7,0.6,6.5,7.1,1119,3733,2699,1202,1345,13.7,12.4,54265,5926,214,3.5,54265,97.4,6.403543221,1.567041419,0.244792269,4.879155,6.162459925,16.14516284,0,9682,5,2976,2667,3316,3451,240,101.68333333333334,35.402154674,11622
1.0,40997,39757,273,-117,386,10.4,11.3,-0.8,0.4,-2.4,-2.0,3041,12513,8582,4533,3936,14.4,13.1,53904,20275,863,4.1,53904,96.0,21.1798718,7.842058843,0.680393298,27.7277805,18.95982563,79.90061921,0,31823,6,10084,9081,10969,10863,967,122.35000000000001,156.29054928099998,38716
1.0,25131,21724,2422,146,421,11.7,11.2,0.5,0.5,4.9,5.4,2942,6320,4999,2285,3839,25.4,24.6,46720,9360,544,5.5,46720,77.1,8.668324284,5.116062504,0.457932687,9.508889063,8.41615485,29.68069258,0,18945,6,6762,5495,6016,6858,985,95.95,61.848055968,24795
1.0,82126,54195,23220,1061,11039,13.9,8.5,5.3,5.3,2.4,7.7,4924,11290,12794,15464,14789,25.1,24.9,43200,34490,1437,4.0,43200,59.5,43.17607754,20.2671092,0.925614882,40.95845855,35.95435309,113.3106885,49,66180,3,22095,29777,14470,15784,4711,113.43333333333332,303.59230176200003,62977
1.0,53889,42312,451,260,935,10.5,14.8,-4.2,0.5,8.6,9.1,5718,11144,14867,7226,10804,33.6,32.9,43585,20251,1267,5.9,43585,73.8,25.57073606,14.57749867,0.623676489,24.98463045,20.20561542,69.64888409,8,43062,5,11828,10295,11651,20115,11126,105.05000000000001,163.61104117899998,51579
1.0,13758,13312,92,-6,336,10.8,11.7,-0.9,-0.1,0.7,0.6,840,3804,3534,1773,1569,17.6,15.3,52560,6763,243,3.5,52560,74.8,7.061446445,4.442826721,0.311390173,7.882829972,8.59633029,23.00609444,4,10709,6,3321,2848,3290,4299,354,130.43333333333334,55.300918040999996,11887
1.0,3922,3518,233,-42,21,8.1,9.6,-1.5,1.3,-10.1,-8.9,571,952,803,396,680,27.1,25.4,42469,1617,61,3.6,42469,70.0,1.352798052,0.798424143,0.071465998,1.483978469,1.313443927,4.632035188,0,3085,6,929,853,967,1173,171,95.95,9.652145777,3936
1.0,954670,610840,275890,5718,16470,14.7,8.6,6.1,3.1,-3.1,-0.1,88886,173635,169794,188718,160661,24.5,22.8,48409,473574,17132,3.5,48409,86.9,492.6084292,120.5485441,18.83125185,375.3410881,474.0624993,1242.006656,526,719459,1,257636,293706,228542,174786,67940,101.68333333333334,3249.39846855,768986
1.0,9423,8966,127,92,156,13.1,10.5,2.7,0.0,7.1,7.1,684,2601,1939,1063,1036,16.1,14.9,52541,4665,136,2.8,52541,87.5,5.738331414,2.546720445,0.352301304,3.815602262,6.451890835,12.20216467,0,6993,6,2638,2111,2281,2393,330,97.89999999999999,31.10701093,7855
1.0,17586,10936,6138,-157,1576,6.1,11.9,-5.9,0.1,-3.0,-2.9,2112,4005,4716,2350,2350,20.2,17.8,52741,8772,252,2.8,52741,72.6,9.245482546,4.33988484,0.198205968,8.770614081,7.699063067,24.26371391,0,14389,6,3540,3701,5363,4982,512,113.43333333333332,54.516964412,17884
1.0,4362,4208,30,-44,41,9.8,13.2,-3.4,0.0,-6.2,-6.2,509,1008,1008,715,760,35.9,35.2,42503,1832,58,3.1,42503,70.1,1.504565299,0.887997479,0.079483601,1.65046254,1.460796127,5.151692374,0,3596,6,855,807,1032,1668,124,95.95,10.73499742,4781
1.0,4698619,3268948,933703,34460,48643,15.0,6.0,9.0,7.7,-9.3,-1.6,557077,678269,782296,905727,767367,24.8,23.9,60241,2203924,100473,4.4,60241,99.4,1620.673796,956.5249487,85.61741369,1777.830043,1573.526922,5549.252561,918,3446935,1,1372574,1426599,1169180,730266,495968,95.95,12481.42568439,3806607
1.0,38359,36672,228,76,559,13.4,11.3,2.1,-0.4,0.3,-0.1,4277,9441,7879,3902,5831,23.5,22.4,45074,17548,552,3.0,45074,82.8,21.39455316,4.163704376,0.76386757,23.86146974,17.13066943,68.02804217,0,28692,6,10577,8674,9653,9455,1459,114.71666666666665,135.342306446,34589
1.0,47014,30958,5371,-314,1500,8.7,11.4,-2.7,0.2,-4.1,-3.9,4071,12735,10386,5812,6864,22.1,20.6,48826,19957,891,4.3,48826,94.1,13.48510491,15.35704255,1.490396211,15.72666082,26.94636349,55.58581707,0,36797,3,11267,10702,12154,12891,10685,91.69999999999999,128.591385051,46073
1.0,23867,22631,98,776,246,11.0,10.8,0.2,-0.3,33.0,32.7,2070,5498,6312,2762,3049,19.7,17.4,51348,8898,566,6.0,51348,81.3,11.96564093,6.595055782,0.347407947,14.63100026,11.26512982,35.09389786,0,19151,5,5144,4886,5893,7944,1138,133.79999999999998,79.898132599,22914
1.0,364286,276550,70813,3154,9820,11.6,10.2,1.4,1.2,6.2,7.3,27043,68818,76418,78191,46021,18.1,14.8,57196,173576,6107,3.4,57196,109.2,309.2928855,64.14006951,6.188010062,193.0121052,133.7686349,543.6301361,215,288641,3,84636,99211,92318,88121,16923,109.55,1465.0318412719998,335697
1.0,13383,9009,4074,-90,3737,7.7,11.5,-3.7,0.2,-3.2,-3.0,1910,5127,2259,903,2647,27.1,25.1,44951,3867,174,4.3,44951,95.4,5.794900168,0.928072134,0.390767214,3.992042338,7.482304049,16.15023135,0,11133,4,2562,4382,3674,2765,300,94.03333333333332,34.738317253,14588
1.0,38335,24881,3188,-513,1376,11.2,13.7,-2.5,0.1,-10.8,-10.7,3615,9215,9352,3638,7916,29.1,26.2,42354,15142,776,4.9,42354,81.6,10.99569271,12.52206207,1.215262235,12.82344711,21.97194122,45.32442033,0,29326,3,10146,9306,9157,9726,10266,91.69999999999999,104.85282567500002,39209
1.0,4326,3990,72,-54,73,11.7,11.3,0.5,0.0,-12.9,-12.9,300,1049,975,699,538,16.8,15.3,49073,2685,57,2.1,49073,94.5,1.240833876,1.413080489,0.137139023,1.447090966,2.479473528,5.114736986,0,3297,6,1115,922,1044,1245,264,91.69999999999999,11.832354868,3886
1.0,169401,119952,42852,1145,2295,11.3,10.7,0.6,0.8,5.4,6.2,14750,37543,33503,30784,25095,22.8,21.9,52633,71470,2474,3.3,52633,100.4,70.67083906,34.95224431,2.299051342,71.20395242,78.00114769,214.9779602,35,132552,3,40713,41025,42698,44965,6597,100.01666666666667,507.105195022,157005
1.0,46847,34265,376,363,2095,14.2,9.3,4.9,0.8,2.1,2.9,2437,7906,9914,7907,8220,23.6,22.3,47073,23100,988,4.1,47073,67.0,24.04474354,15.12815114,1.060306399,26.84161475,29.27113571,78.33744049,10,35078,5,13597,13090,9791,10369,12206,130.43333333333334,184.683392029,37113
